83.0001 2.19557 9.94412 2745 42.8258 41.8324 -0.00474632
84 2.2007 10.0032 2705 43.1224 42.312 -0.00553035
85.0001 2.20835 10.0632 2662 43.4689 42.7916 -0.00679265
86.0001 2.21015 10.1231 2627 43.7968 43.2317 -0.00661392
87 2.2192 10.1821 2584 44.1534 43.5484 -0.00837801
88 2.23889 10.2391 2529 44.5411 44.1262 -0.00783843
89.0002 2.23959 10.2953 2498 44.8987 44.5067 -0.00721652
90 2.24812 10.3521 2459 45.2183 45.0997 -0.00551352
91.0001 2.26188 10.4087 2416 45.536 45.7042 -0.00542352
92 2.28185 10.4657 2367 45.9333 46.1281 -0.00792457
93 2.2825 10.5236 2340 46.2869 46.6193 -0.00586661
94 2.29254 10.5826 2304 46.6155 47.4073 -0.0034968
95 2.30303 10.6431 2268 46.9897 48.2984 -0.00674015
96 2.30939 10.7033 2237 47.362 48.9834 -0.00807023
97 2.31046 10.7615 2212 47.7395 49.356 -0.0065453
98 2.31791 10.8186 2181 48.1484 49.9534 -0.00910595
99.0001 2.32101 10.8739 2155 48.476 50.5879 -0.00511029
100 2.32734 10.928 2127 48.6977 50.7048 -0.00274708
101 2.3423 10.982 2092 48.9196 51.0954 -0.00330547
102 2.34963 11.0351 2065 49.1585 51.479 -0.0027348
103 2.35487 11.0869 2040 49.4385 52.1013 -0.00508119
104 2.36817 11.1376 2008 49.7991 52.74 -0.00794232
105 2.3801 11.1886 1978 50.1156 52.9508 -0.00603916
106 2.39141 11.2395 1950 50.4108 53.2959 -0.00406049
107 2.40518 11.2908 1921 50.6295 53.5336 -0.00262622
108 2.40881 11.3417 1901 50.9184 53.9427 -0.00478683
109 2.41716 11.3931 1877 51.2703 54.7457 -0.0064381
110 2.41847 11.444 1859 51.5767 55.2644 -0.00500605
111 2.42161 11.4938 1840 51.9021 55.9071 -0.00659454
112 2.4259 11.5428 1820 52.2324 56.5336 -0.00753409
113 2.4385 11.5915 1794 52.5697 57.3272 -0.00829523
114 2.44903 11.6401 1770 52.8981 58.0044 -0.00613144
115 2.46153 11.6889 1746 53.1227 58.5945 -0.00155531
116 2.45888 11.7378 1734 53.3245 59.0876 -0.00132507
117 2.46917 11.7868 1713 53.5131 59.2819 -0.000579212
118 2.4733 11.836 1697 53.7315 59.9154 -0.00150786
119 2.47939 11.8852 1680 53.9452 60.4908 -0.000293829
120 2.48999 11.9343 1660 54.1722 60.8639 -0.00027612
121 2.49193 11.9836 1646 54.4585 61.3502 -0.00348252
122 2.49815 12.0328 1629 54.7639 62.1478 -0.0061819
123 2.50755 12.0804 1610 55.0967 63.2226 -0.00453503
124 2.50261 12.1282 1601 55.3493 63.8321 -0.00302413
125 2.50365 12.176 1588 55.5952 64.3357 -0.00399319
126 2.51504 12.2237 1568 55.8953 64.8154 -0.00466033
127 2.52442 12.2703 1549 56.2992 65.5356 -0.00878009
128 2.53791 12.3177 1527 56.821 66.4386 -0.0157552
129 2.54263 12.3649 1511 57.3071 67.8036 -0.0128867
130 2.54937 12.4114 1495 57.6146 68.5756 -0.0063668
131 2.55974 12.4576 1478 57.8356 68.877 -0.0031748
132 2.56411 12.5043 1465 58.0572 69.4673 -0.00375447
133 2.57464 12.5517 1448 58.4001 70.2202 -0.00674063
134 2.56705 12.6002 1442 58.6866 70.7863 -0.0037909
135 2.57438 12.6495 1428 58.8862 71.1698 -0.0015991
136 2.57034 12.6988 1421 59.0298 71.5359 -0.000760206
137 2.56815 12.7482 1413 59.1983 72.1246 -0.00206778
138 2.57268 12.7975 1401 59.3951 72.2948 -0.00389029
139 2.57654 12.8461 1389 59.7262 72.7158 -0.00546693
140 2.5808 12.8953 1377 60.0393 73.067 -0.00410966
141 2.58231 12.9443 1367 60.2624 73.6265 -0.00071245
142 2.58991 12.9918 1354 60.4628 73.873 -0.000351733
143 2.59254 13.0385 1344 60.673 74.0578 -0.000692122
144 2.6052 13.0846 1329 60.8256 74.3501 0.000244545
145 2.59912 13.1304 1324 60.9864 74.6562 -0.000578867
146 2.59957 13.176 1315 61.2188 74.9487 -0.00363681
147 2.6243 13.2215 1293 61.6389 75.7234 -0.0104561
148 2.63249 13.2667 1280 61.9805 75.974 -0.0053145
149 2.64009 13.3113 1268 62.1999 76.4724 -0.00253754
150 2.64443 13.3556 1258 62.3938 76.6959 -0.000979335
151 2.65939 13.3991 1243 62.5862 77.1249 -0.000784296
152 2.66875 13.4422 1231 62.7758 77.7111 -0.00249864
153 2.67884 13.4851 1219 63.0361 78.1636 -0.00201207
154 2.68945 13.5282 1207 63.2583 78.4913 -0.000878153
155 2.70441 13.5719 1193 63.5907 78.8038 -0.00443612
156 2.70655 13.616 1185 63.8753 79.6033 -0.00335806
157 2.71827 13.6601 1173 64.1063 80.1425 -0.00071273
158 2.72437 13.704 1164 64.3153 80.6945 -0.000799206
159 2.71894 13.7476 1160 64.5375 81.0215 -0.00105267
160 2.72209 13.791 1152 64.8021 81.513 -0.00475468
161 2.72516 13.8348 1144 65.0568 81.969 -0.00369519
162 2.74064 13.8786 1131 65.2615 82.6357 -0.00194281
163 2.74781 13.9222 1122 65.4586 83.2895 -0.000674178
164 2.75784 13.9651 1112 65.6616 83.8552 -0.00227003
165 2.76068 14.0063 1105 65.8888 84.4824 -0.000678359
166 2.76363 14.0467 1098 66.094 84.9459 -0.000580873
167 2.77182 14.0864 1089 66.2995 85.1248 0.000294232
168 2.78314 14.1262 1079 66.5091 85.5423 0.000578029
169 2.79699 14.1661 1068 66.7313 86.3698 -0.000265705
170 2.80576 14.2062 1059 66.9859 86.4449 -0.000410374
171 2.8203 14.246 1048 67.2213 87.2969 -1.33257e-05
172 2.83033 14.2854 1039 67.424 87.9423 -0.000418735
173 2.84862 14.324 1027 67.6487 88.3117 -0.00102683
174 2.84584 14.3625 1023 67.8614 88.3902 -0.00131284
175 2.84842 14.4006 1017 68.1467 89.0107 -0.00287572
176 2.85052 14.4386 1011 68.5008 89.7406 -0.00589087
177 2.84621 14.4771 1007 68.974 91.181 -0.00842223
178 2.84439 14.5159 1002 69.4123 92.8421 -0.00889449
179 2.85124 14.5536 994 69.7786 93.8303 -0.0044992
180 2.8588 14.5902 986 70.0833 94.9641 -0.00401228
181 2.85571 14.6261 982 70.3102 95.7318 -0.00214984
182 2.86926 14.6615 972 70.6089 96.0142 -0.00489306
183 2.88505 14.6971 961 71.0767 96.5308 -0.00665539
184 2.8901 14.7319 954 71.5023 97.0981 -0.00667484
185 2.8903 14.7666 949 71.7141 97.3312 -0.00119577
186 2.89641 14.8016 942 71.9568 97.2015 -0.00227866
187 2.91268 14.8364 932 72.1286 97.4528 -0.000107269
188 2.92658 14.8706 923 72.3264 97.7137 -0.00027757
189 2.93425 14.9047 916 72.5567 98.0893 -0.00176176
190 2.94525 14.9389 908 72.7676 98.4792 -0.00281519
191 2.9474 14.9736 903 72.9888 98.3182 -0.00262916

